dest_plate,dest_row,dest_col,dest_well,fwd_idx,rev_idx,fwd_source_well,rev_source_well,plate_role,well_type,strain1,strain2,vol1_nL,vol2_nL,total_inoculum_nL,log2_inoculum_ratio,separation_bp
10,F,12,F12,22,17,C21,D12,extension_frozen,pair,K21,A24,100,100,200,0.0,21
10,F,13,F13,42,11,G13,B24,extension_frozen,pair,K14,K23,100,100,200,0.0,295
10,F,14,F14,93,89,O19,P12,extension_frozen,pair,G11,H21,100,100,200,0.0,261
10,F,15,F15,59,29,I23,F12,extension_frozen,pair,I24,M22,100,100,200,0.0,134
10,F,16,F16,29,4,E11,B10,extension_frozen,pair,I24,D9,100,100,200,0.0,255
10,F,17,F17,38,3,G5,B8,extension_frozen,pair,A1,L19,100,100,200,0.0,39
10,F,18,F18,41,15,G11,D8,extension_frozen,pair,A17,F18,100,100,200,0.0,309
10,F,19,F19,23,42,C23,H14,extension_frozen,pair,I3,C19,100,100,200,0.0,171
10,F,20,F20,87,5,O7,B12,extension_frozen,pair,I6,K23,100,100,200,0.0,293
10,F,21,F21,27,73,E7,N4,extension_frozen,pair,I22,P8,100,100,200,0.0,341
10,F,22,F22,61,88,K3,P10,extension_frozen,pair,H23,K5,100,100,200,0.0,224
10,F,23,F23,12,38,C1,H6,extension_frozen,pair,B20,C6,100,100,200,0.0,301
10,G,2,G2,79,42,M15,H14,extension_frozen,pair,P15,O13,100,100,200,0.0,50
10,G,3,G3,16,62,C9,L6,extension_frozen,pair,P1,J10,100,100,200,0.0,25
10,G,4,G4,13,84,C3,P2,extension_frozen,pair,J10,P10,100,100,200,0.0,238
10,G,5,G5,45,75,G19,N8,extension_frozen,pair,L17,D19,100,100,200,0.0,23
10,G,6,G6,51,62,I7,L6,extension_frozen,pair,F3,F6,100,100,200,0.0,242
10,G,7,G7,51,29,I7,F12,extension_frozen,pair,L21,B3,100,100,200,0.0,18
10,G,8,G8,53,88,I11,P10,extension_frozen,pair,E9,B1,100,100,200,0.0,306
10,G,9,G9,56,71,I17,L24,extension_frozen,pair,I19,N4,100,100,200,0.0,276
10,G,10,G10,60,22,K1,D22,extension_frozen,pair,N1,O9,100,100,200,0.0,43
10,G,11,G11,83,95,M23,P24,extension_frozen,pair,L11,O9,100,100,200,0.0,49
10,G,12,G12,68,20,K17,D18,extension_frozen,pair,N13,F9,100,100,200,0.0,213
10,G,13,G13,54,50,I13,J6,extension_frozen,pair,M8,M14,100,100,200,0.0,89
10,G,14,G14,85,61,O3,L4,extension_frozen,pair,G13,I7,100,100,200,0.0,29
10,G,15,G15,6,80,A13,N18,extension_frozen,pair,C7,D18,100,100,200,0.0,303
10,G,16,G16,90,89,O13,P12,extension_frozen,pair,L18,I4,100,100,200,0.0,261
10,G,17,G17,44,78,G17,N14,extension_frozen,pair,C19,M21,100,100,200,0.0,185
10,G,18,G18,58,43,I21,H16,extension_frozen,pair,E18,O2,100,100,200,0.0,268
10,G,19,G19,9,70,A19,L22,extension_frozen,pair,P3,B21,100,100,200,0.0,191
10,G,20,G20,31,33,E15,F20,extension_frozen,pair,I8,M9,100,100,200,0.0,189
10,G,21,G21,75,50,M7,J6,extension_frozen,pair,N11,B4,100,100,200,0.0,23
10,G,22,G22,72,59,M1,J24,extension_frozen,pair,K10,G16,100,100,200,0.0,343
10,G,23,G23,69,7,K19,B16,extension_frozen,pair,O4,G13,100,100,200,0.0,248
10,H,2,H2,45,22,G19,D22,extension_frozen,pair,C7,A2,100,100,200,0.0,131
10,H,3,H3,42,14,G13,D6,extension_frozen,pair,M1,L10,100,100,200,0.0,142
10,H,4,H4,73,5,M3,B12,extension_frozen,pair,B15,K8,100,100,200,0.0,244
10,H,5,H5,65,5,K11,B12,extension_frozen,pair,D11,G23,100,100,200,0.0,190
10,H,6,H6,40,46,G9,H22,extension_frozen,pair,N9,N18,100,100,200,0.0,286
10,H,7,H7,0,30,A1,F14,extension_frozen,pair,J15,L16,100,100,200,0.0,164
10,H,8,H8,83,64,M23,L10,extension_frozen,pair,L5,L23,100,100,200,0.0,236
10,H,9,H9,31,6,E15,B14,extension_frozen,pair,K18,G3,100,100,200,0.0,17
10,H,10,H10,3,62,A7,L6,extension_frozen,pair,K12,H19,100,100,200,0.0,350
10,H,11,H11,91,42,O15,H14,extension_frozen,pair,E6,I1,100,100,200,0.0,177
10,H,12,H12,15,41,C7,H12,extension_frozen,pair,I5,P7,100,100,200,0.0,283
10,H,13,H13,12,44,C1,H18,extension_frozen,pair,J18,D12,100,100,200,0.0,42
10,H,14,H14,28,66,E9,L14,extension_frozen,pair,D22,G6,100,100,200,0.0,139
10,H,15,H15,89,55,O11,J16,extension_frozen,pair,H3,P5,100,100,200,0.0,203
10,H,16,H16,83,74,M23,N6,extension_frozen,pair,K7,O19,100,100,200,0.0,61
10,H,17,H17,91,24,O15,F2,extension_frozen,pair,I10,G5,100,100,200,0.0,291
10,H,18,H18,14,5,C5,B12,extension_frozen,pair,M3,H13,100,100,200,0.0,119
10,H,19,H19,69,5,K19,B12,extension_frozen,pair,A7,J23,100,100,200,0.0,173
10,H,20,H20,79,39,M15,H8,extension_frozen,pair,F23,F4,100,100,200,0.0,270
10,H,21,H21,12,95,C1,P24,extension_frozen,pair,F10,M6,100,100,200,0.0,364
10,H,22,H22,79,8,M15,B18,extension_frozen,pair,F19,M7,100,100,200,0.0,273
10,H,23,H23,81,55,M19,J16,extension_frozen,pair,K13,K17,100,100,200,0.0,303
10,I,2,I2,34,6,E21,B14,extension_frozen,pair,E16,I11,100,100,200,0.0,278
10,I,3,I3,77,74,M11,N6,extension_frozen,pair,K4,A1,100,100,200,0.0,160
10,I,4,I4,52,10,I9,B22,extension_frozen,pair,P3,K15,100,100,200,0.0,16
10,I,5,I5,34,3,E21,B8,extension_frozen,pair,K12,I8,100,100,200,0.0,346
10,I,6,I6,33,37,E19,H4,extension_frozen,pair,H18,N18,100,100,200,0.0,17
10,I,7,I7,31,4,E15,B10,extension_frozen,pair,H16,K3,100,100,200,0.0,24
10,I,8,I8,47,82,G23,N22,extension_frozen,pair,C17,C3,100,100,200,0.0,217
10,I,9,I9,79,34,M15,F22,extension_frozen,pair,G22,K3,100,100,200,0.0,187
10,I,10,I10,95,17,O23,D12,extension_frozen,pair,N3,L2,100,100,200,0.0,70
10,I,11,I11,3,22,A7,D22,extension_frozen,pair,A3,E12,100,100,200,0.0,189
10,I,12,I12,46,43,G21,H16,extension_frozen,pair,J23,D9,100,100,200,0.0,257
10,I,13,I13,9,95,A19,P24,extension_frozen,pair,J23,A23,100,100,200,0.0,222
10,I,14,I14,50,85,I5,P4,extension_frozen,pair,A9,C4,100,100,200,0.0,34
10,I,15,I15,41,12,G11,D2,extension_frozen,pair,G23,F9,100,100,200,0.0,190
10,I,16,I16,25,3,E3,B8,extension_frozen,pair,J12,B16,100,100,200,0.0,201
10,I,17,I17,19,40,C15,H10,extension_frozen,pair,L9,I5,100,100,200,0.0,23
10,I,18,I18,49,68,I3,L18,extension_frozen,pair,N8,H9,100,100,200,0.0,372
10,I,19,I19,32,26,E17,F6,extension_frozen,pair,M8,O23,100,100,200,0.0,40
10,I,20,I20,16,84,C9,P2,extension_frozen,pair,B9,G23,100,100,200,0.0,185
10,I,21,I21,76,28,M9,F10,extension_frozen,pair,F23,N8,100,100,200,0.0,343
10,I,22,I22,94,88,O21,P10,extension_frozen,pair,G21,K12,100,100,200,0.0,270
10,I,23,I23,84,3,O1,B8,extension_frozen,pair,J15,O13,100,100,200,0.0,89
10,J,2,J2,38,64,G5,L10,extension_frozen,pair,L22,P24,100,100,200,0.0,305
10,J,3,J3,64,73,K9,N4,extension_frozen,pair,C4,D2,100,100,200,0.0,235
10,J,4,J4,47,84,G23,P2,extension_frozen,pair,K3,A10,100,100,200,0.0,252
10,J,5,J5,13,55,C3,J16,extension_frozen,pair,D13,P11,100,100,200,0.0,15
10,J,6,J6,23,78,C23,N14,extension_frozen,pair,B2,N9,100,100,200,0.0,267
10,J,7,J7,52,76,I9,N10,extension_frozen,pair,I22,C15,100,100,200,0.0,234
10,J,8,J8,62,94,K5,P22,extension_frozen,pair,M5,N22,100,100,200,0.0,305
10,J,9,J9,75,29,M7,F12,extension_frozen,pair,K11,H9,100,100,200,0.0,180
10,J,10,J10,77,33,M11,F20,extension_frozen,pair,F15,F24,100,100,200,0.0,133
10,J,11,J11,54,90,I13,P14,extension_frozen,pair,M3,N18,100,100,200,0.0,130
10,J,12,J12,27,63,E7,L8,extension_frozen,pair,G6,H5,100,100,200,0.0,189
10,J,13,J13,45,72,G19,N2,extension_frozen,pair,C22,I7,100,100,200,0.0,305
10,J,14,J14,80,93,M17,P20,extension_frozen,pair,H21,B7,100,100,200,0.0,260
10,J,15,J15,11,86,A23,P6,extension_frozen,pair,G20,K6,100,100,200,0.0,246
10,J,16,J16,93,10,O19,B22,extension_frozen,pair,K22,G11,100,100,200,0.0,302
10,J,17,J17,20,65,C17,L12,extension_frozen,pair,I3,H1,100,100,200,0.0,131
10,J,18,J18,26,45,E5,H20,extension_frozen,pair,D11,G16,100,100,200,0.0,308
10,J,19,J19,40,7,G9,B16,extension_frozen,pair,E22,K24,100,100,200,0.0,592
10,J,20,J20,87,70,O7,L22,extension_frozen,pair,A15,J19,100,100,200,0.0,229
10,J,21,J21,74,56,M5,J18,extension_frozen,pair,A24,B1,100,100,200,0.0,261
10,J,22,J22,79,7,M15,B16,extension_frozen,pair,M3,I1,100,100,200,0.0,109
10,J,23,J23,15,65,C7,L12,extension_frozen,pair,D18,B14,100,100,200,0.0,307
10,K,2,K2,23,59,C23,J24,extension_frozen,pair,H19,L8,100,100,200,0.0,192
10,K,3,K3,64,82,K9,N22,extension_frozen,pair,L24,C17,100,100,200,0.0,259
10,K,4,K4,64,38,K9,H6,extension_frozen,pair,P11,I17,100,100,200,0.0,179
10,K,5,K5,50,94,I5,P22,extension_frozen,pair,F18,E14,100,100,200,0.0,291
10,K,6,K6,33,74,E19,N6,extension_frozen,pair,K20,N17,100,100,200,0.0,173
10,K,7,K7,13,43,C3,H16,extension_frozen,pair,F20,I3,100,100,200,0.0,273
10,K,8,K8,17,39,C11,H8,extension_frozen,pair,P17,A11,100,100,200,0.0,281
10,K,9,K9,85,92,O3,P18,extension_frozen,pair,G11,M2,100,100,200,0.0,120
10,K,10,K10,36,27,G1,F8,extension_frozen,pair,D20,M18,100,100,200,0.0,372
10,K,11,K11,41,76,G11,N10,extension_frozen,pair,G5,D14,100,100,200,0.0,183
10,K,12,K12,85,90,O3,P14,extension_frozen,pair,C17,G23,100,100,200,0.0,147
10,K,13,K13,90,65,O13,L12,extension_frozen,pair,N6,J2,100,100,200,0.0,150
10,K,14,K14,23,10,C23,B22,extension_frozen,pair,G1,G19,100,100,200,0.0,233
10,K,15,K15,25,48,E3,J2,extension_frozen,pair,G22,D16,100,100,200,0.0,296
10,K,16,K16,91,51,O15,J8,extension_frozen,pair,D8,N20,100,100,200,0.0,254
10,K,17,K17,61,84,K3,P2,extension_frozen,pair,C7,O4,100,100,200,0.0,305
10,K,18,K18,76,83,M9,N24,extension_frozen,pair,G15,I20,100,100,200,0.0,248
10,K,19,K19,80,16,M17,D10,extension_frozen,pair,J19,F9,100,100,200,0.0,22
10,K,20,K20,8,56,A17,J18,extension_frozen,pair,K11,G9,100,100,200,0.0,139
10,K,21,K21,31,3,E15,B8,extension_frozen,pair,E18,H13,100,100,200,0.0,15
10,K,22,K22,77,45,M11,H20,extension_frozen,pair,C7,E19,100,100,200,0.0,178
10,K,23,K23,17,84,C11,P2,extension_frozen,pair,D4,P23,100,100,200,0.0,243
10,L,2,L2,92,46,O17,H22,extension_frozen,pair,C4,K11,100,100,200,0.0,235
10,L,3,L3,67,83,K15,N24,extension_frozen,pair,P24,L17,100,100,200,0.0,51
10,L,4,L4,86,70,O5,L22,extension_frozen,pair,I2,C23,100,100,200,0.0,23
10,L,5,L5,18,64,C13,L10,extension_frozen,pair,G4,E11,100,100,200,0.0,122
10,L,6,L6,61,31,K3,F16,extension_frozen,pair,B23,F8,100,100,200,0.0,46
10,L,7,L7,14,73,C5,N4,extension_frozen,pair,P15,N13,100,100,200,0.0,99
10,L,8,L8,78,36,M13,H2,extension_frozen,pair,G6,G13,100,100,200,0.0,106
10,L,9,L9,9,38,A19,H6,extension_frozen,pair,D20,E19,100,100,200,0.0,302
10,L,10,L10,37,83,G3,N24,extension_frozen,pair,K15,I14,100,100,200,0.0,115
10,L,11,L11,75,8,M7,B18,extension_frozen,pair,P16,I19,100,100,200,0.0,255
10,L,12,L12,87,88,O7,P10,extension_frozen,pair,K15,M24,100,100,200,0.0,18
10,L,13,L13,34,46,E21,H22,extension_frozen,pair,N4,L17,100,100,200,0.0,245
10,L,14,L14,36,31,G1,F16,extension_frozen,pair,K22,D1,100,100,200,0.0,262
10,L,15,L15,56,77,I17,N12,extension_frozen,pair,E23,O3,100,100,200,0.0,187
10,L,16,L16,90,36,O13,H2,extension_frozen,pair,H18,M4,100,100,200,0.0,280
10,L,17,L17,68,34,K17,F22,extension_frozen,pair,B5,D17,100,100,200,0.0,28
10,L,18,L18,5,74,A11,N6,extension_frozen,pair,O7,G3,100,100,200,0.0,120
10,L,19,L19,59,48,I23,J2,extension_frozen,pair,G4,I15,100,100,200,0.0,263
10,L,20,L20,32,59,E17,J24,extension_frozen,pair,H12,N23,100,100,200,0.0,266
10,L,21,L21,27,93,E7,P20,extension_frozen,pair,G18,H23,100,100,200,0.0,257
10,L,22,L22,34,5,E21,B12,extension_frozen,pair,I5,B13,100,100,200,0.0,284
10,L,23,L23,19,2,C15,B6,extension_frozen,pair,O7,M15,100,100,200,0.0,197
10,M,2,M2,58,48,I21,J2,extension_frozen,pair,K5,J18,100,100,200,0.0,301
10,M,3,M3,63,24,K7,F2,extension_frozen,pair,M19,M13,100,100,200,0.0,64
10,M,4,M4,91,82,O15,N22,extension_frozen,pair,I21,M20,100,100,200,0.0,293
10,M,5,M5,25,92,E3,P18,extension_frozen,pair,P8,D17,100,100,200,0.0,180
10,M,6,M6,69,63,K19,L8,extension_frozen,pair,D6,A12,100,100,200,0.0,177
10,M,7,M7,72,88,M1,P10,extension_frozen,pair,H24,A18,100,100,200,0.0,261
10,M,8,M8,49,79,I3,N16,extension_frozen,pair,N13,J10,100,100,200,0.0,22
10,M,9,M9,11,77,A23,N12,extension_frozen,pair,M13,B7,100,100,200,0.0,18
10,M,10,M10,70,45,K21,H20,extension_frozen,pair,D1,K15,100,100,200,0.0,263
10,M,11,M11,56,38,I17,H6,extension_frozen,pair,J8,O21,100,100,200,0.0,182
10,M,12,M12,94,31,O21,F16,extension_frozen,pair,K7,B12,100,100,200,0.0,165
10,M,13,M13,16,76,C9,N10,extension_frozen,pair,E24,E6,100,100,200,0.0,228
10,M,14,M14,92,2,O17,B6,extension_frozen,pair,P5,D4,100,100,200,0.0,181
10,M,15,M15,37,75,G3,N8,extension_frozen,pair,J20,D7,100,100,200,0.0,337
10,M,16,M16,45,93,G19,P20,extension_frozen,pair,A10,G24,100,100,200,0.0,195
10,M,17,M17,0,60,A1,L2,extension_frozen,pair,G21,I17,100,100,200,0.0,189
10,M,18,M18,60,50,K1,J6,extension_frozen,pair,O17,I11,100,100,200,0.0,19
10,M,19,M19,8,43,A17,H16,extension_frozen,pair,K13,J11,100,100,200,0.0,258
10,M,20,M20,90,87,O13,P8,extension_frozen,pair,N20,E15,100,100,200,0.0,255
10,M,21,M21,90,38,O13,H6,extension_frozen,pair,A10,J15,100,100,200,0.0,319
10,M,22,M22,2,24,A5,F2,extension_frozen,pair,I9,M2,100,100,200,0.0,33
10,M,23,M23,41,0,G11,B2,extension_frozen,pair,O23,B16,100,100,200,0.0,134
10,N,2,N2,79,27,M15,F8,extension_frozen,pair,H5,J7,100,100,200,0.0,271
10,N,3,N3,43,94,G15,P22,extension_frozen,pair,P13,N8,100,100,200,0.0,370
10,N,4,N4,84,86,O1,P6,extension_frozen,pair,G11,P10,100,100,200,0.0,297
10,N,5,N5,38,60,G5,L2,extension_frozen,pair,F7,E18,100,100,200,0.0,20
10,N,6,N6,57,21,I19,D20,extension_frozen,pair,L17,A3,100,100,200,0.0,195
10,N,7,N7,92,27,O17,F8,extension_frozen,pair,L2,J21,100,100,200,0.0,207
10,N,8,N8,48,47,I1,H24,extension_frozen,pair,O8,D10,100,100,200,0.0,264
10,N,9,N9,9,92,A19,P18,extension_frozen,pair,E13,B17,100,100,200,0.0,217
10,N,10,N10,70,23,K21,D24,extension_frozen,pair,D12,N9,100,100,200,0.0,161
10,N,11,N11,22,4,C21,B10,extension_frozen,pair,D20,A17,100,100,200,0.0,359
10,N,12,N12,71,3,K23,B8,extension_frozen,pair,J17,G10,100,100,200,0.0,252
10,N,13,N13,86,30,O5,F14,extension_frozen,pair,L15,J17,100,100,200,0.0,49
10,N,14,N14,28,7,E9,B16,extension_frozen,pair,I19,M11,100,100,200,0.0,137
10,N,15,N15,0,54,A1,J14,extension_frozen,pair,E22,O5,100,100,200,0.0,191
10,N,16,N16,15,3,C7,B8,extension_frozen,pair,F12,O10,100,100,200,0.0,236
10,N,17,N17,27,47,E7,H24,extension_frozen,pair,D14,I5,100,100,200,0.0,179
10,N,18,N18,67,27,K15,F8,extension_frozen,pair,O15,C2,100,100,200,0.0,26
10,N,19,N19,45,60,G19,L2,extension_frozen,pair,C17,J5,100,100,200,0.0,168
10,N,20,N20,79,77,M15,N12,extension_frozen,pair,M8,B10,100,100,200,0.0,364
10,N,21,N21,72,58,M1,J22,extension_frozen,pair,O9,J21,100,100,200,0.0,190
10,N,22,N22,56,19,I17,D16,extension_frozen,pair,K3,G16,100,100,200,0.0,260
10,N,23,N23,62,29,K5,F12,extension_frozen,pair,N24,A16,100,100,200,0.0,326
10,O,2,O2,41,48,G11,J2,extension_frozen,pair,B20,F19,100,100,200,0.0,197
10,O,3,O3,17,52,C11,J10,extension_frozen,pair,E17,P11,100,100,200,0.0,204
10,O,4,O4,62,70,K5,L22,extension_frozen,pair,N7,J12,100,100,200,0.0,57
10,O,5,O5,86,20,O5,D18,extension_frozen,pair,H3,A15,100,100,200,0.0,195
10,O,6,O6,29,24,E11,F2,extension_frozen,pair,G1,B5,100,100,200,0.0,41
10,O,7,O7,86,51,O5,J8,extension_frozen,pair,I18,C15,100,100,200,0.0,282
10,O,8,O8,93,3,O19,B8,extension_frozen,pair,F22,K1,100,100,200,0.0,202
10,O,9,O9,61,44,K3,H18,extension_frozen,pair,N1,L1,100,100,200,0.0,200
10,O,10,O10,11,95,A23,P24,extension_frozen,pair,P15,C15,100,100,200,0.0,100
10,O,11,O11,42,79,G13,N16,extension_frozen,pair,K7,C19,100,100,200,0.0,135
10,O,12,O12,79,16,M15,D10,extension_frozen,pair,A2,E17,100,100,200,0.0,106
10,O,13,O13,20,44,C17,H18,extension_frozen,pair,N15,D20,100,100,200,0.0,302
10,O,14,O14,24,76,E1,N10,extension_frozen,pair,O5,M11,100,100,200,0.0,180
10,O,15,O15,34,25,E21,F4,extension_frozen,pair,C12,L8,100,100,200,0.0,190
10,O,16,O16,83,68,M23,L18,extension_frozen,pair,P20,J18,100,100,200,0.0,35
10,O,17,O17,2,36,A5,H2,extension_frozen,pair,C7,D9,100,100,200,0.0,19
10,O,18,O18,57,18,I19,D14,extension_frozen,pair,M21,B21,100,100,200,0.0,216
10,O,19,O19,15,43,C7,H16,extension_frozen,pair,O22,K18,100,100,200,0.0,186
10,O,20,O20,28,49,E9,J4,extension_frozen,pair,F18,A1,100,100,200,0.0,97
10,O,21,O21,5,37,A11,H4,extension_frozen,pair,E24,O6,100,100,200,0.0,30
10,O,22,O22,18,49,C13,J4,extension_frozen,pair,C18,A1,100,100,200,0.0,41
10,O,23,O23,86,85,O5,P4,extension_frozen,pair,F2,D6,100,100,200,0.0,242
11,B,2,B2,57,6,I19,B14,extension_frozen,pair,K8,O8,100,100,200,0.0,261
11,B,3,B3,60,26,K1,F6,extension_frozen,pair,I8,M1,100,100,200,0.0,126
11,B,4,B4,81,79,M19,N16,extension_frozen,pair,J4,P20,100,100,200,0.0,296
11,B,5,B5,64,7,K9,B16,extension_frozen,pair,M22,I1,100,100,200,0.0,156
11,B,6,B6,77,21,M11,D20,extension_frozen,pair,N12,H19,100,100,200,0.0,247
11,B,7,B7,82,14,M21,D6,extension_frozen,pair,P4,F8,100,100,200,0.0,293
11,B,8,B8,12,56,C1,J18,extension_frozen,pair,O10,G20,100,100,200,0.0,20
11,B,9,B9,19,10,C15,B22,extension_frozen,pair,E16,P2,100,100,200,0.0,263
11,B,10,B10,65,77,K11,N12,extension_frozen,pair,H8,D24,100,100,200,0.0,244
11,B,11,B11,9,48,A19,J2,extension_frozen,pair,G9,O14,100,100,200,0.0,284
11,B,12,B12,25,23,E3,D24,extension_frozen,pair,D6,L15,100,100,200,0.0,180
11,B,13,B13,34,31,E21,F16,extension_frozen,pair,B17,F16,100,100,200,0.0,232
11,B,14,B14,87,31,O7,F16,extension_frozen,pair,B1,P23,100,100,200,0.0,339
11,B,15,B15,67,85,K15,P4,extension_frozen,pair,G4,F22,100,100,200,0.0,201
11,B,16,B16,87,89,O7,P12,extension_frozen,pair,N3,K10,100,100,200,0.0,291
11,B,17,B17,91,89,O15,P12,extension_frozen,pair,L4,G21,100,100,200,0.0,221
11,B,18,B18,91,71,O15,L24,extension_frozen,pair,I16,D8,100,100,200,0.0,294
11,B,19,B19,66,63,K13,L8,extension_frozen,pair,G9,D17,100,100,200,0.0,192
11,B,20,B20,17,56,C11,J18,extension_frozen,pair,K9,J3,100,100,200,0.0,274
11,B,21,B21,21,52,C19,J10,extension_frozen,pair,N23,P11,100,100,200,0.0,188
11,B,22,B22,19,31,C15,F16,extension_frozen,pair,D11,L3,100,100,200,0.0,228
11,B,23,B23,68,92,K17,P18,extension_frozen,pair,D24,E24,100,100,200,0.0,235
11,C,2,C2,20,86,C17,P6,extension_frozen,pair,E5,H10,100,100,200,0.0,260
11,C,3,C3,53,54,I11,J14,extension_frozen,pair,J12,I18,100,100,200,0.0,306
11,C,4,C4,59,0,I23,B2,extension_frozen,pair,E19,J14,100,100,200,0.0,229
11,C,5,C5,80,65,M17,L12,extension_frozen,pair,N7,E17,100,100,200,0.0,201
11,C,6,C6,37,8,G3,B18,extension_frozen,pair,I24,P13,100,100,200,0.0,163
11,C,7,C7,63,57,K7,J20,extension_frozen,pair,C11,C5,100,100,200,0.0,160
11,C,8,C8,60,20,K1,D18,extension_frozen,pair,F11,J15,100,100,200,0.0,20
11,C,9,C9,90,24,O13,F2,extension_frozen,pair,B8,F18,100,100,200,0.0,313
11,C,10,C10,30,35,E13,F24,extension_frozen,pair,A1,L8,100,100,200,0.0,134
11,C,11,C11,10,26,A21,F6,extension_frozen,pair,B8,G7,100,100,200,0.0,36
11,C,12,C12,73,6,M3,B14,extension_frozen,pair,F10,B15,100,100,200,0.0,349
11,C,13,C13,85,13,O3,D4,extension_frozen,pair,J23,E24,100,100,200,0.0,187
11,C,14,C14,82,92,M21,P18,extension_frozen,pair,E24,A21,100,100,200,0.0,37
11,C,15,C15,18,3,C13,B8,extension_frozen,pair,O18,F23,100,100,200,0.0,189
11,C,16,C16,18,41,C13,H12,extension_frozen,pair,P16,C10,100,100,200,0.0,258
11,C,17,C17,42,52,G13,J10,extension_frozen,pair,H19,M16,100,100,200,0.0,20
11,C,18,C18,83,81,M23,N20,extension_frozen,pair,K18,F14,100,100,200,0.0,299
11,C,19,C19,20,10,C17,B22,extension_frozen,pair,C5,D14,100,100,200,0.0,190
11,C,20,C20,26,90,E5,P14,extension_frozen,pair,A10,P23,100,100,200,0.0,347
11,C,21,C21,56,70,I17,L22,extension_frozen,pair,A15,G15,100,100,200,0.0,246
11,C,22,C22,36,19,G1,D16,extension_frozen,pair,K16,A14,100,100,200,0.0,55
11,C,23,C23,5,27,A11,F8,extension_frozen,pair,B22,H6,100,100,200,0.0,171
11,D,2,D2,29,62,E11,L6,extension_frozen,pair,H18,J21,100,100,200,0.0,220
11,D,3,D3,36,1,G1,B4,extension_frozen,pair,K7,I22,100,100,200,0.0,170
11,D,4,D4,10,59,A21,J24,extension_frozen,pair,J23,I14,100,100,200,0.0,46
11,D,5,D5,69,26,K19,F6,extension_frozen,pair,L1,O1,100,100,200,0.0,102
11,D,6,D6,85,42,O3,H14,extension_frozen,pair,I8,K17,100,100,200,0.0,36
11,D,7,D7,47,8,G23,B18,extension_frozen,pair,B20,O23,100,100,200,0.0,72
11,D,8,D8,9,50,A19,J6,extension_frozen,pair,D18,K4,100,100,200,0.0,293
11,D,9,D9,35,31,E23,F16,extension_frozen,pair,K21,D2,100,100,200,0.0,229
11,D,10,D10,8,92,A17,P18,extension_frozen,pair,O18,J13,100,100,200,0.0,51
11,D,11,D11,94,9,O21,B20,extension_frozen,pair,L2,O19,100,100,200,0.0,33
11,D,12,D12,66,36,K13,H2,extension_frozen,pair,C11,K24,100,100,200,0.0,579
11,D,13,D13,14,20,C5,D18,extension_frozen,pair,P4,M17,100,100,200,0.0,261
11,D,14,D14,36,89,G1,P12,extension_frozen,pair,P11,P2,100,100,200,0.0,183
11,D,15,D15,63,42,K7,H14,extension_frozen,pair,H15,F1,100,100,200,0.0,16
11,D,16,D16,93,82,O19,N22,extension_frozen,pair,E14,K17,100,100,200,0.0,86
11,D,17,D17,25,74,E3,N6,extension_frozen,pair,L1,N18,100,100,200,0.0,185
11,D,18,D18,52,6,I9,B14,extension_frozen,pair,F21,E7,100,100,200,0.0,119
11,D,19,D19,25,1,E3,B4,extension_frozen,pair,K2,F21,100,100,200,0.0,16
11,D,20,D20,22,9,C21,B20,extension_frozen,pair,F14,N4,100,100,200,0.0,277
11,D,21,D21,65,60,K11,L2,extension_frozen,pair,C11,I20,100,100,200,0.0,235
11,D,22,D22,33,21,E19,D20,extension_frozen,pair,H19,O19,100,100,200,0.0,129
11,D,23,D23,74,84,M5,P2,extension_frozen,pair,J4,P6,100,100,200,0.0,260
11,E,2,E2,85,91,O3,P16,extension_frozen,pair,I19,N6,100,100,200,0.0,217
11,E,3,E3,56,78,I17,N14,extension_frozen,pair,O5,F16,100,100,200,0.0,216
11,E,4,E4,24,79,E1,N16,extension_frozen,pair,A14,P3,100,100,200,0.0,45
11,E,5,E5,3,47,A7,H24,extension_frozen,pair,J10,C16,100,100,200,0.0,295
11,E,6,E6,0,71,A1,L24,extension_frozen,pair,C22,A2,100,100,200,0.0,59
11,E,7,E7,59,49,I23,J4,extension_frozen,pair,D13,H24,100,100,200,0.0,303
11,E,8,E8,48,5,I1,B12,extension_frozen,pair,L2,K6,100,100,200,0.0,73
11,E,9,E9,18,63,C13,L8,extension_frozen,pair,E20,B12,100,100,200,0.0,38
11,E,10,E10,45,38,G19,H6,extension_frozen,pair,A11,F1,100,100,200,0.0,259
11,E,11,E11,21,23,C19,D24,extension_frozen,pair,K14,O7,100,100,200,0.0,149
11,E,12,E12,83,88,M23,P10,extension_frozen,pair,P19,F16,100,100,200,0.0,183
11,E,13,E13,51,88,I7,P10,extension_frozen,pair,C8,M22,100,100,200,0.0,188
11,E,14,E14,50,86,I5,P6,extension_frozen,pair,L21,J12,100,100,200,0.0,50
11,E,15,E15,1,95,A3,P24,extension_frozen,pair,J6,P1,100,100,200,0.0,61
11,E,16,E16,44,25,G17,F4,extension_frozen,pair,C6,J4,100,100,200,0.0,70
11,E,17,E17,26,9,E5,B20,extension_frozen,pair,A12,J7,100,100,200,0.0,143
11,E,18,E18,62,47,K5,H24,extension_frozen,pair,K1,C21,100,100,200,0.0,33
11,E,19,E19,38,61,G5,L4,extension_frozen,pair,C1,K11,100,100,200,0.0,118
11,E,20,E20,45,19,G19,D16,extension_frozen,pair,K7,L11,100,100,200,0.0,117
